id,text,archetype_name,datetime,discovered_topic,pc1,pc2,pc3
1770139806.632619,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Login + Cargos + Bancochile,2026-02-03 17:30:06.632,9,0.0014214773,0.17256975,0.38579556
1770130823.779029,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Security + Banco + Estado,2026-02-03 15:00:23.779,4,0.03200581,-0.37301385,0.09576414
1770127345.738139,"@S095YD2KQ4S me ayudas con la actualización del estado de este [pago](http://admin.prd.fin/payments/118102120) plisss, se completó ayer antes de las 14:00hrs pero después de las 1300hrs, entonces, no se alcanzó a actualizar el estado del pago con la conciliación de hoy, pero si está dentro del archivo que nos envió el banco. :dorime:",Que + Me + No,2026-02-03 14:02:25.738,0,-0.020389047,0.25796694,0.43246874
1770122921.095049,"@S095YD2KQ4S Me ayudan a cancelar este [reembolso](http://admin.prd.fin/refunds/ref_jEDpJ47HpEgdnr5V) (shopify) plisss, el merchant lo creó por error :dorime:",Que + Me + No,2026-02-03 12:48:41.095,0,-0.2736197,-0.03216476,0.39749503
1770122722.578089,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Universo + Front + Pac,2026-02-03 12:45:22.578,15,0.02960225,-0.5161034,-0.06651698
1770121827.953289,Reminder: @S08KGHVFHUN Hacer cierre contable de cuentas recaudadoras. [Acá](https://www.notion.so/fintoc/Cierres-contables-v-a-Ledger-2880ff41a1e98032876af54dac9a307f?source=copy_link) la guía.,Cierres + Cierre + Contables,2026-02-03 12:30:27.953,13,-0.11631487,0.030190436,0.15175919
1770121827.572239,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Amp + Paysheets + 5D,2026-02-03 12:30:27.572,5,-0.3949151,-0.35502967,0.4161199
1770121811.398819,Reminder: @S095YD2KQ4S hacer proceso de [nómina Unired](https://www.notion.so/fintoc/Subir-n-mina-Unired-30a1189fbcb34c2b9d988d3c5347e998),Unired + 30A1189Fbcb34C2B9D988D3C5347E998 + Mina,2026-02-03 12:30:11.398,12,-0.9349955,-0.4704821,0.10213135
1770121805.717999,Reminder: @S095YD2KQ4S hacer proceso de [refresh de cuentas BICE](https://www.notion.so/fintoc/Refresh-cuentas-BICE-1e40ff41a1e9809c9323cbb614036b37),Refresh + Cuentas + Bice,2026-02-03 12:30:05.717,6,-0.4931348,1.0502489,0.5204485
1770120028.855109,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• Mariscos de La Concha

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",Documento + Documents + Spa,2026-02-03 12:00:28.855,16,0.4071557,-0.30131644,-0.02709691
1770120000.968829,:pepe-alarm: Refund [ref_375bz6wHd47rnvap](http://admin.prd.fin/refunds/155313)'s refund adjustment is stuck!,Alarm + Refund + Needs,2026-02-03 12:00:00.968,17,0.050669495,0.2244118,0.8830199
1770070815.472509,:pepe-alarm: Refund [ref_eyx0neYHjPWen2mv](http://admin.prd.fin/refunds/157170) has failed disbursal and needs retry,Alarm + Refund + Needs,2026-02-02 22:20:15.472,17,0.05873628,0.3249457,0.7804624
1770068459.876319,"lo del viernes si, ahora hay otros documentos fallando pero por otras razones que sigo investigando",Sin Clasificar,2026-02-02 21:40:59.876,-1,-0.5402165,-0.2512849,0.08635191
1770068014.508759,se arregló lo de los docs? @S095YD2KQ4S,Amp + Paysheets + 5D,2026-02-02 21:33:34.508,5,-0.6624617,-0.061732844,-0.12992334
1770066340.633079,:friendly-reminder: @mateo los 4 contracargos (uno fue levantado el viernes los otros 3 hoy) deben quedar listos hoy si o si plisssss :dorime: Gracias!,Que + El + La,2026-02-02 21:05:40.633,10,-0.45322457,-0.5231243,-0.24196129
1770066028.241959,Reminder: @S095YD2KQ4S Revisar [este](https://fintoc.retool.com/apps/96f7bd9e-76c0-11f0-804e-87bc9964caf6/Ops%20Collection/Ops%20Collection%20Tools/page1) dashboard (pestaña Daily Tasks) antes de cerrar el día.,20Collection + Ops + Pestaña,2026-02-02 21:00:28.241,14,-0.7555126,-0.3302428,0.60108334
1770064219.832669,Reminder: @S095YD2KQ4S hacer pago de payouts a merchants y refunds ([paso a paso](https://www.notion.so/Dispersi-n-de-payouts-a-merchants-12e0ff41a1e98011ae70f1eb7033ae25?pvs=24#12e0ff41a1e980e792fbde1905fac6fc)),Payouts + Merchants + Refunds,2026-02-02 20:30:19.832,11,-0.119387284,-0.16949992,0.6980122
1770058691.189669,"@mateo me ayudas ingresando la Información en Kushki del contracargo:
• [http://admin.prd.fin/chargebacks/20](http://admin.prd.fin/chargebacks/20)
    ◦ Fecha del pago: 27/12/2025
    ◦ Monto: $16.950
    ◦ ID del pago en Fintoc: pi_37Rq6G3elXCAvvW1aVNqK98NUWU
    ◦ Ticket número: 68198461
:thread: iré dejando la información que nos mandó el merchant en el hilo por item para ir adjuntando la información por separado",De + Del + Vesti,2026-02-02 18:58:11.189,7,-0.08170489,-0.1797436,-0.6522759
1770058561.780999,:gta-here-we-go-again:,Que + El + La,2026-02-02 18:56:01.780,10,-0.5111172,-0.6967794,-0.3074806
1770058542.642519,"@mateo me ayudas ingresando la Información en Kushki del contracargo:
• [http://admin.prd.fin/chargebacks/19](http://admin.prd.fin/chargebacks/19)
    ◦ Fecha del pago: 27/12/2025
    ◦ Monto: $33.900
    ◦ ID del pago en Fintoc: pi_37Rpber0ChOmMGQx4XVZNL98Nf0
    ◦ Ticket número: 68198458
:thread: iré dejando la información que nos mandó el merchant en el hilo por item para ir adjuntando la información por separado",De + Del + Vesti,2026-02-02 18:55:42.642,7,-0.051969327,-0.16552907,-0.6469629
1770058038.659519,"@mateo me ayudas ingresando la Información en Kushki del contracargo:
• [http://admin.prd.fin/chargebacks/18](http://admin.prd.fin/chargebacks/18)
    ◦ Fecha del pago: 27/12/2025
    ◦ Monto: $33.900
    ◦ ID del pago en Fintoc: pi_37S0afA0Knnv4zjfRjIOxrrW7NR
    ◦ Ticket número: 68198454
:thread: iré dejando la información que nos mandó el merchant en el hilo por item para ir adjuntando la información por separado",De + Del + Vesti,2026-02-02 18:47:18.659,7,-0.048941888,-0.16922717,-0.6444
1770057615.840489,"@S095YD2KQ4S me ayudan a revisar en nuestra cuenta del BE si nos llegó esta TEF pliss.
• Cuenta: [21268778](http://admin.prd.fin/bank_accounts/acc_MJnK51TGXBOVK7AB)
• RUT: 212687782
• Nombre: Katherine Andrea Ahumada Bravo
• [PI](http://admin.prd.fin/payments/117482316)",Que + Me + No,2026-02-02 18:40:15.840,0,0.1422218,0.55174315,-0.02715844
1770055947.631429,grande mateo esta joya la automatizacion :pepe-coin: :rambo-minigun:,Security + Banco + Estado,2026-02-02 18:12:27.631,4,0.15520704,-0.62585807,-0.13260892
1770055862.867689,"*Onboarding Kushki* :mateo-yells-at-kushki: 
@S095YD2KQ4S quedó funcionando bien el form de onboarding. Sólo me queda pendiente actualizar la guía. Igual voy a dejar las dos maneras de onboarding, la nueva y la manual. Ahora quedan en tus manos los subcomercios que tienen docs pendientes",De + Del + Vesti,2026-02-02 18:11:02.867,7,-0.5775266,-0.32060018,-0.79287803
1770053427.229479,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Login + Cargos + Bancochile,2026-02-02 17:30:27.229,9,0.0014214565,0.17256959,0.38579583
1770044430.084449,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Security + Banco + Estado,2026-02-02 15:00:30.084,4,0.03200568,-0.37301266,0.095762715
1770037210.661979,Reminder: @S095YD2KQ4S hacer movimiento semanal de BICE a Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-BICE-Banco-Security-1e40ff41a1e98063b074f3d24800e7b1)),Sin Clasificar,2026-02-02 13:00:10.661,-1,-0.32765424,0.16809732,0.049250185
1770036303.940079,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Universo + Front + Pac,2026-02-02 12:45:03.940,15,0.029602252,-0.5161034,-0.066516966
1770036033.303989,"@S095YD2KQ4S me ayudas porfa añadiendo para esta organización, [Skualo](http://admin.prd.fin/organizations/wB7EAkb8FGrMJYy8), esta recipient account? :dog-porfis:
76462822-5
Skualo SpA
Banco de Chile
Cuenta Corriente <tel:408-05731-09|408-05731-09>",Que + Me + No,2026-02-02 12:40:33.303,0,-0.040814266,-0.17436802,-0.3247937
1770035426.124489,Reminder: @S095YD2KQ4S Cambiar los miembros de los tags de ops-auth según [este](https://docs.google.com/spreadsheets/d/1UBmOGkcFJms9e2EU8MYbpkIL6OycVTMC/edit?gid=1884171324#gid=1884171324) calendario.,Sin Clasificar,2026-02-02 12:30:26.124,-1,-0.80101705,-0.50718397,-0.004275347
1770035425.756019,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Amp + Paysheets + 5D,2026-02-02 12:30:25.756,5,-0.3949151,-0.35502967,0.41611987
1770035416.588619,Reminder: @S08KGHVFHUN Hacer cierre contable de cuentas recaudadoras. [Acá](https://www.notion.so/fintoc/Cierres-contables-v-a-Ledger-2880ff41a1e98032876af54dac9a307f?source=copy_link) la guía.,Cierres + Cierre + Contables,2026-02-02 12:30:16.588,13,-0.11631487,0.030190436,0.15175918
1770035412.054509,Reminder: @S095YD2KQ4S hacer proceso de [nómina Unired](https://www.notion.so/fintoc/Subir-n-mina-Unired-30a1189fbcb34c2b9d988d3c5347e998),Unired + 30A1189Fbcb34C2B9D988D3C5347E998 + Mina,2026-02-02 12:30:12.054,12,-0.9349955,-0.4704821,0.10213135
1770035409.518019,Reminder: @S095YD2KQ4S hacer proceso de [refresh de cuentas BICE](https://www.notion.so/fintoc/Refresh-cuentas-BICE-1e40ff41a1e9809c9323cbb614036b37),Refresh + Cuentas + Bice,2026-02-02 12:30:09.518,6,-0.4931348,1.0502489,0.5204485
