id,text,archetype,category_role,category_group,datetime,discovered_topic
1770058542.642519,"@mateo me ayudas ingresando la Información en Kushki del contracargo:
• [http://admin.prd.fin/chargebacks/19](http://admin.prd.fin/chargebacks/19)
    ◦ Fecha del pago: 27/12/2025
    ◦ Monto: $33.900
    ◦ ID del pago en Fintoc: pi_37Rpber0ChOmMGQx4XVZNL98Nf0
    ◦ Ticket número: 68198458
:thread: iré dejando la información que nos mandó el merchant en el hilo por item para ir adjuntando la información por separado",Sin Clasificar,support,Soporte,2026-02-02 18:55:42.642,6
1770058038.659519,"@mateo me ayudas ingresando la Información en Kushki del contracargo:
• [http://admin.prd.fin/chargebacks/18](http://admin.prd.fin/chargebacks/18)
    ◦ Fecha del pago: 27/12/2025
    ◦ Monto: $33.900
    ◦ ID del pago en Fintoc: pi_37S0afA0Knnv4zjfRjIOxrrW7NR
    ◦ Ticket número: 68198454
:thread: iré dejando la información que nos mandó el merchant en el hilo por item para ir adjuntando la información por separado",Sin Clasificar,support,Soporte,2026-02-02 18:47:18.659,6
1770057615.840489,"@S095YD2KQ4S me ayudan a revisar en nuestra cuenta del BE si nos llegó esta TEF pliss.
• Cuenta: [21268778](http://admin.prd.fin/bank_accounts/acc_MJnK51TGXBOVK7AB)
• RUT: 212687782
• Nombre: Katherine Andrea Ahumada Bravo
• [PI](http://admin.prd.fin/payments/117482316)",Sin Clasificar,support,Soporte,2026-02-02 18:40:15.840,0
1770055947.631429,grande mateo esta joya la automatizacion :pepe-coin: :rambo-minigun:,Transferencias Estado-Security,unknown,Otros,2026-02-02 18:12:27.631,2
1770055862.867689,"*Onboarding Kushki* :mateo-yells-at-kushki: 
@S095YD2KQ4S quedó funcionando bien el form de onboarding. Sólo me queda pendiente actualizar la guía. Igual voy a dejar las dos maneras de onboarding, la nueva y la manual. Ahora quedan en tus manos los subcomercios que tienen docs pendientes",Gestión de Contracargos,unknown,Otros,2026-02-02 18:11:02.867,6
1770053427.229479,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Reminder (Automático),bot,Bots,2026-02-02 17:30:27.229,0
1770044430.084449,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Reminder (Automático),bot,Bots,2026-02-02 15:00:30.084,2
1770037210.661979,Reminder: @S095YD2KQ4S hacer movimiento semanal de BICE a Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-BICE-Banco-Security-1e40ff41a1e98063b074f3d24800e7b1)),Reminder (Automático),bot,Bots,2026-02-02 13:00:10.661,2
1770036303.940079,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Reminder (Automático),bot,Bots,2026-02-02 12:45:03.940,10
1770036033.303989,"@S095YD2KQ4S me ayudas porfa añadiendo para esta organización, [Skualo](http://admin.prd.fin/organizations/wB7EAkb8FGrMJYy8), esta recipient account? :dog-porfis:
76462822-5
Skualo SpA
Banco de Chile
Cuenta Corriente <tel:408-05731-09|408-05731-09>",Tareas Operacionales Generales,kam,KAMs,2026-02-02 12:40:33.303,0
1770035426.124489,Reminder: @S095YD2KQ4S Cambiar los miembros de los tags de ops-auth según [este](https://docs.google.com/spreadsheets/d/1UBmOGkcFJms9e2EU8MYbpkIL6OycVTMC/edit?gid=1884171324#gid=1884171324) calendario.,Reminder (Automático),bot,Bots,2026-02-02 12:30:26.124,4
1770035425.756019,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Reminder (Automático),bot,Bots,2026-02-02 12:30:25.756,0
1770035416.588619,Reminder: @S08KGHVFHUN Hacer cierre contable de cuentas recaudadoras. [Acá](https://www.notion.so/fintoc/Cierres-contables-v-a-Ledger-2880ff41a1e98032876af54dac9a307f?source=copy_link) la guía.,Reminder (Automático),bot,Bots,2026-02-02 12:30:16.588,0
1770035412.054509,Reminder: @S095YD2KQ4S hacer proceso de [nómina Unired](https://www.notion.so/fintoc/Subir-n-mina-Unired-30a1189fbcb34c2b9d988d3c5347e998),Reminder (Automático),bot,Bots,2026-02-02 12:30:12.054,9
1770035409.518019,Reminder: @S095YD2KQ4S hacer proceso de [refresh de cuentas BICE](https://www.notion.so/fintoc/Refresh-cuentas-BICE-1e40ff41a1e9809c9323cbb614036b37),Reminder (Automático),bot,Bots,2026-02-02 12:30:09.518,8
1770033931.287369,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• Mariscos de La Concha

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",RoboCops (Bot),unknown,Otros,2026-02-02 12:05:31.287,11
1769947208.806549,Reminder: @S095YD2KQ4S deja acá el saldo de las cuentas recaudadoras de fintoc spa al cierre del mes (cc: <@U0266UT4H25|ignacia> <@U09CX2YEEQ5|pilar>),Reminder (Automático),bot,Bots,2026-02-01 12:00:08.806,0
1769808078.441169,@S095YD2KQ4S me ayudas a ver qué ocurrió con este [pago unknow](http://admin.prd.fin/payment_intents/pi_NKm1MVSjkWGmwxaR) que está `pending` :dorime:,Sin Clasificar,unknown,Otros,2026-01-30 21:21:18.441,0
1769807129.509199,"no creo que alcance a tener el workflow funcionando bien hoy, manda los otros contracargos nomás y los subo @soledad :pepe-sadge:",Sin Clasificar,unknown,Otros,2026-01-30 21:05:29.509,14
1769806822.257279,Reminder: @S095YD2KQ4S Revisar [este](https://fintoc.retool.com/apps/96f7bd9e-76c0-11f0-804e-87bc9964caf6/Ops%20Collection/Ops%20Collection%20Tools/page1) dashboard (pestaña Daily Tasks) antes de cerrar el día.,Reminder (Automático),bot,Bots,2026-01-30 21:00:22.257,4
1769806022.044269,"@mateo me ayudas ingresando la Información en Kushki del contracargo:
• [http://admin.prd.fin/chargebacks/17](http://admin.prd.fin/chargebacks/17)
    ◦ Fecha del pago: 14/11/2025
    ◦ Monto: $16.500
    ◦ ID del pago en Fintoc: pi_35SOv6DPa5VnOaog9l6zUlkFG6o
    ◦ Ticket número: 68197474
:thread: iré dejando la información que nos mandó el merchant en el hilo por item para ir adjuntando la información por separado",Sin Clasificar,support,Soporte,2026-01-30 20:47:02.044,6
1769805010.351619,Reminder: @S095YD2KQ4S hacer pago de payouts a merchants y refunds ([paso a paso](https://www.notion.so/Dispersi-n-de-payouts-a-merchants-12e0ff41a1e98011ae70f1eb7033ae25?pvs=24#12e0ff41a1e980e792fbde1905fac6fc)),Reminder (Automático),bot,Bots,2026-01-30 20:30:10.351,0
1769801950.025789,"@S095YD2KQ4S me ayudas porfa añadiendo esta recipient account a esta organización, [Vesti Payments](http://admin.prd.fin/organizations/org_DQopZLwFoj5kWGy3), porfa? :dog-porfis: :
{
  ""id"": 1960,
  ""holder_id"": ""768245274"",
  ""account_number"": ""73624517"",
  ""account_subtype"": ""checking_account"",
  ""organization_id"": 6051,
  ""bank_id"": 2,
  ""created_at"": ""2024-02-23T17:47:49.299Z"",
  ""updated_at"": ""2024-02-23T17:47:49.299Z"",
  ""holder_name"": ""VESTI INGENIERIAS SPA"",
  ""is_internal"": false
}",Tareas Operacionales Generales,kam,KAMs,2026-01-30 19:39:10.025,0
1769794220.717899,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Reminder (Automático),bot,Bots,2026-01-30 17:30:20.717,0
1769790071.618579,"@S095YD2KQ4S está todo bien con TEF directa?? nos están llegando demasiados casos de pagos fallidos, que tienen payback :eyes:",Sin Clasificar,support,Soporte,2026-01-30 16:21:11.618,-1
1769785209.461009,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Reminder (Automático),bot,Bots,2026-01-30 15:00:09.461,2
1769784500.408769,"holii @mateo para enviar la información de los contracargos, creaste un wf? o aún no está listo? :dorime:",Sin Clasificar,support,Soporte,2026-01-30 14:48:20.408,14
1769784295.721809,:pepe-alarm: Refund [ref_7y5KJ56Hdv11RAPW](http://admin.prd.fin/refunds/156140) has failed disbursal and needs retry,Reintentos Refund Disbursal,unknown,Otros,2026-01-30 14:44:55.721,12
1769781955.793549,"@S095YD2KQ4S me ayudas subiendo a The Qualis a la plataforma de kushki. Los datos son:
Nombre: 	Ebrands spa
Url: [www.thequalis.com](http://www.thequalis.com)
Fecha nacimiento: 16/04/1990
Dirección: Av. Vitacura 3565, Vitacura
MCC: 5699
TyC:  [https://docs.google.com/document/d/144wRAAN5e0KOm947OZeI14GENLC8WIhqgfC9qQiEbYU/edit?tab=t.0](https://docs.google.com/document/d/144wRAAN5e0KOm947OZeI14GENLC8WIhqgfC9qQiEbYU/edit?tab=t.0)",Onboarding Merchants Kushki,merchant,Merchants Kushki,2026-01-30 14:05:55.793,3
1769781449.208689,"@S095YD2KQ4S me ayudas subiendo a Rebalance | Origen Lab a la plataforma de kushki. Los datos son:
Nombre: Origen Lab Spa
Url: [www.re-balance.cl](http://www.re-balance.cl)
Fecha nacimiento: 10/10/1975
Dirección: 	Av TAJAMAR 481, TORRE NORTE OF 908, Las Condes
MCC: 5999
TyC:  [https://docs.google.com/document/d/1OlV8h3bP8ifXWbvkeUV9lXVok_SHG573TziuUkDRvMY/edit?tab=t.0](https://docs.google.com/document/d/1OlV8h3bP8ifXWbvkeUV9lXVok_SHG573TziuUkDRvMY/edit?tab=t.0)",Onboarding Merchants Kushki,merchant,Merchants Kushki,2026-01-30 13:57:29.208,3
1769781125.192339,"@S095YD2KQ4S Me ayudas a revisar si recibimos esta TEF en nuestra cuenta del BE plis
[PI](http://admin.prd.fin/payment_intents/pi_lLKw2XS2gJQ0Anv9)",Sin Clasificar,support,Soporte,2026-01-30 13:52:05.192,0
1769777113.531369,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Reminder (Automático),bot,Bots,2026-01-30 12:45:13.531,10
1769776706.001469,"buenas @raimundo.sandoval!
a partir del lunes vay de tank solano oficial (seguiré en el tag un rato igual) :celebrate:
dudas: tienes instalado incident en tu celu?",Sin Clasificar,unknown,Otros,2026-01-30 12:38:26.001,14
1769776230.387709,Reminder: @S08KGHVFHUN Hacer cierre contable de cuentas recaudadoras. [Acá](https://www.notion.so/fintoc/Cierres-contables-v-a-Ledger-2880ff41a1e98032876af54dac9a307f?source=copy_link) la guía.,Reminder (Automático),bot,Bots,2026-01-30 12:30:30.387,0
1769776229.908149,Reminder: @S095YD2KQ4S hacer proceso de [refresh de cuentas BICE](https://www.notion.so/fintoc/Refresh-cuentas-BICE-1e40ff41a1e9809c9323cbb614036b37),Reminder (Automático),bot,Bots,2026-01-30 12:30:29.908,8
1769776224.336479,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Reminder (Automático),bot,Bots,2026-01-30 12:30:24.336,0
1769776217.508169,Reminder: @S095YD2KQ4S hacer proceso de [nómina Unired](https://www.notion.so/fintoc/Subir-n-mina-Unired-30a1189fbcb34c2b9d988d3c5347e998),Reminder (Automático),bot,Bots,2026-01-30 12:30:17.508,9
1769774753.577299,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• Joyería Saviér SPA
• Mariscos de La Concha

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",RoboCops (Bot),unknown,Otros,2026-01-30 12:05:53.577,11
1769729819.412029,"@S095YD2KQ4S tengo un usuario que sí tuvo descuento de dinero pero que el pago quedó `failed` ni siquiera quedó como IST, podemos revisar para hacer la devolución si corresponde
• [Payment](http://admin.prd.fin/payments/117238343)",Sin Clasificar,unknown,Otros,2026-01-29 23:36:59.412,-1
1769721014.033599,"@S095YD2KQ4S duda, el merchant ya tiene saldo para completar este [refund](http://admin.prd.fin/refunds/ref_m985nYQHAxp0nqaM) vdd?? se hará hoy?",Sin Clasificar,support,Soporte,2026-01-29 21:10:14.033,-1
1769720424.438389,Reminder: @S095YD2KQ4S Revisar [este](https://fintoc.retool.com/apps/96f7bd9e-76c0-11f0-804e-87bc9964caf6/Ops%20Collection/Ops%20Collection%20Tools/page1) dashboard (pestaña Daily Tasks) antes de cerrar el día.,Reminder (Automático),bot,Bots,2026-01-29 21:00:24.438,4
1769720098.904529,"@S095YD2KQ4S me ayudas cancelando el siguiente [refund](http://admin.prd.fin/refunds/ref_OAwbnqpH3KjvzBXK), ya que el merchant hará una devolución directa al usuario para que no tenga que esperar más :dorime:",Tareas Operacionales Generales,unknown,Otros,2026-01-29 20:54:58.904,0
1769719347.160589,"@S095YD2KQ4S me ayudas subiendo a Mercado Vitamina a la plataforma de kushki. Los datos son:
Nombre: Kiwi SpA
Url: [https://mercadovitamina.cl/](https://mercadovitamina.cl/)
Fecha nacimiento: 31/05/1988
Dirección: Gertrudis Echeñique 285, Las Condes
MCC: 5499
TyC: [ https://docs.google.com/document/d/1plbBgCk4kjc_D2hf8ZI5rG-fFqnGm4dTisIi8leQ52E/edit?tab=t.0](https://docs.google.com/document/d/1wi695PJjrIvO5vtDgXKuu2h4dpGAXAtcR70qOeSHS24/edit?tab=t.0)",Onboarding Merchants Kushki,merchant,Merchants Kushki,2026-01-29 20:42:27.160,3
1769719210.940009,"@S095YD2KQ4S una usuaria nos comenta que está intentando hacer un pago desde su banco BCI, pero le indicamos que la clave es incorrecta. Asegura que su clave es correcta y que ingresó directo a su banco y si logra ingresar pero no puede hacer el banco.
El rut que ingresa 86988143. es posible revisar los intentos de pagos con esa información. A mi no me sale nada en AA. :sad-cat:",Sin Clasificar,support,Soporte,2026-01-29 20:40:10.940,0
1769718659.624739,"@S095YD2KQ4S me ayudas subiendo a Maroa a la plataforma de kushki. Los datos son:
Nombre: IMPORTADORA Y COMERCIALIZADORA ORNELLA GAUDIN EIRL
Url: [https://maroastore.cl/](https://maroastore.cl/)
Fecha nacimiento: 01/11/1990
Dirección: Versalles 3069, Las Condes
MCC: 5699
TyC:  [https://docs.google.com/document/d/1plbBgCk4kjc_D2hf8ZI5rG-fFqnGm4dTisIi8leQ52E/edit?tab=t.0](https://docs.google.com/document/d/1plbBgCk4kjc_D2hf8ZI5rG-fFqnGm4dTisIi8leQ52E/edit?tab=t.0)",Onboarding Merchants Kushki,merchant,Merchants Kushki,2026-01-29 20:30:59.624,3
1769718627.081379,Reminder: @S095YD2KQ4S hacer pago de payouts a merchants y refunds ([paso a paso](https://www.notion.so/Dispersi-n-de-payouts-a-merchants-12e0ff41a1e98011ae70f1eb7033ae25?pvs=24#12e0ff41a1e980e792fbde1905fac6fc)),Reminder (Automático),bot,Bots,2026-01-29 20:30:27.081,0
1769718120.060549,@S095YD2KQ4S me tinca que este [payback](http://admin.prd.fin/paybacks?q[regularizations_irregular_statement_transaction_id_eq]=1664795) está pegado. Me ayudan a revisar pliss. gracias!,Sin Clasificar,support,Soporte,2026-01-29 20:22:00.060,0
1769714372.597859,"@S095YD2KQ4S me ayudan a cambiar la cuenta de dispersión del merchant [AirPure.cl](http://AirPure.cl)
&gt; 77.903.684-7
&gt; n de cuenta: 924115 cuenta corriente
&gt; Banco de Chile
Además me piden cambiar el correo de todas partes, por el correo  <mailto:hola@corelink.cl|hola@corelink.cl>
Me ayudan con eso pliss",Tareas Operacionales Generales,support,Soporte,2026-01-29 19:19:32.597,0
1769713604.286169,"@S095YD2KQ4S me ayudas subiendo a Cristaleon Spa a la plataforma de kushki. Los datos son:
Nombre: Cristaleon Spa
Url: [https://cristaleon.com/](https://cristaleon.com/)
Fecha nacimiento: 07/10/1993
Dirección: la cascada 239, Machali
MCC: 5947
TyC:  [https://docs.google.com/document/d/1ak9BId9mbu67vTYQ6h-nMIyIDiADgYHrHG41Nm28NsY/edit?tab=t.0](https://docs.google.com/document/d/1ak9BId9mbu67vTYQ6h-nMIyIDiADgYHrHG41Nm28NsY/edit?tab=t.0)",Onboarding Merchants Kushki,merchant,Merchants Kushki,2026-01-29 19:06:44.286,3
1769710218.704499,"@S095YD2KQ4S me ayudan a corroborar el motivo por el cual no logramos hacer este [payback](http://admin.prd.fin/paybacks?q%5Bregularizations_irregular_statement_transaction_id_eq%5D=1664744) pliss. Dice que tiene restricción de abonos, pero creo que no había visto eso para una cuenta del Banco de Chile. No es posible reitantarlo?",Sin Clasificar,support,Soporte,2026-01-29 18:10:18.704,0
1769707829.118629,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Reminder (Automático),bot,Bots,2026-01-29 17:30:29.118,0
1769698829.299579,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Reminder (Automático),bot,Bots,2026-01-29 15:00:29.299,2
1769690722.879199,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Reminder (Automático),bot,Bots,2026-01-29 12:45:22.879,10
1769689818.321249,Reminder: @S08KGHVFHUN Hacer cierre contable de cuentas recaudadoras. [Acá](https://www.notion.so/fintoc/Cierres-contables-v-a-Ledger-2880ff41a1e98032876af54dac9a307f?source=copy_link) la guía.,Reminder (Automático),bot,Bots,2026-01-29 12:30:18.321,0
1769689813.249179,Reminder: @S095YD2KQ4S hacer proceso de [refresh de cuentas BICE](https://www.notion.so/fintoc/Refresh-cuentas-BICE-1e40ff41a1e9809c9323cbb614036b37),Reminder (Automático),bot,Bots,2026-01-29 12:30:13.249,8
1769689809.421449,Reminder: @S095YD2KQ4S hacer proceso de [nómina Unired](https://www.notion.so/fintoc/Subir-n-mina-Unired-30a1189fbcb34c2b9d988d3c5347e998),Reminder (Automático),bot,Bots,2026-01-29 12:30:09.421,9
1769689804.743349,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Reminder (Automático),bot,Bots,2026-01-29 12:30:04.743,0
1769688150.579599,:ya-basta-freezer:,Sin Clasificar,unknown,Otros,2026-01-29 12:02:30.579,15
1769688069.090049,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• gaete y araneda asociados SpA
• Kippi
• London Profesional Beauty
• Haze Concept
• Raceworks SpA
• Anka Joyería
• Mariscos de La Concha
• RM Partes 
• Micelio Corp SpA
• Omnistock SpA
• Joyería Saviér SPA
• Masbien Wellness Market
• Dermotienda Chile
• Modoko
• Lookout SpA
• Luminavida
• Bolgen
• La timbrería
• Kaulini

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",RoboCops (Bot),unknown,Otros,2026-01-29 12:01:09.090,11
1769673745.993939,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• La timbrería
• Mariscos de La Concha
• Masbien Wellness Market
• Joyería Saviér SPA
• Haze Concept
• RM Partes 
• Modoko
• gaete y araneda asociados SpA
• Anka Joyería
• Raceworks SpA
• Bolgen
• Dermotienda Chile
• Luminavida
• Micelio Corp SpA
• Kaulini
• Omnistock SpA
• London Profesional Beauty
• Kippi
• Lookout SpA

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",RoboCops (Bot),unknown,Otros,2026-01-29 08:02:25.993,11
1769659343.528729,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• Micelio Corp SpA
• La timbrería
• Mariscos de La Concha
• Kaulini
• Masbien Wellness Market
• Omnistock SpA
• Dermotienda Chile
• Raceworks SpA
• London Profesional Beauty
• Joyería Saviér SPA
• Haze Concept
• Luminavida
• RM Partes 
• Modoko
• gaete y araneda asociados SpA
• Bolgen
• Kippi
• Anka Joyería
• Lookout SpA

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",RoboCops (Bot),unknown,Otros,2026-01-29 04:02:23.528,11
1769644912.432449,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• London Profesional Beauty
• Haze Concept
• Raceworks SpA
• Anka Joyería
• Bolgen
• Omnistock SpA
• Joyería Saviér SPA
• Mariscos de La Concha
• RM Partes 
• Micelio Corp SpA
• gaete y araneda asociados SpA
• Kippi
• Dermotienda Chile
• Modoko
• Lookout SpA
• Luminavida
• Masbien Wellness Market
• La timbrería
• Kaulini

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",RoboCops (Bot),unknown,Otros,2026-01-29 00:01:52.432,11
1769634020.425529,Reminder: @S095YD2KQ4S Revisar [este](https://fintoc.retool.com/apps/96f7bd9e-76c0-11f0-804e-87bc9964caf6/Ops%20Collection/Ops%20Collection%20Tools/page1) dashboard (pestaña Daily Tasks) antes de cerrar el día.,Reminder (Automático),bot,Bots,2026-01-28 21:00:20.425,4
1769632218.768639,Reminder: @S095YD2KQ4S hacer pago de payouts a merchants y refunds ([paso a paso](https://www.notion.so/Dispersi-n-de-payouts-a-merchants-12e0ff41a1e98011ae70f1eb7033ae25?pvs=24#12e0ff41a1e980e792fbde1905fac6fc)),Reminder (Automático),bot,Bots,2026-01-28 20:30:18.768,0
1769630621.254259,"@tank-ops-chile Hay orgs con Cards activo sin el documento `card_payout_details`:

• Comercial Urubamba Ltda

Crea el documento en [este formulario](http://admin.prd.fin/documents/new), basándote en [este documento](http://admin.prd.fin/documents/3363/edit) existente.",RoboCops (Bot),unknown,Otros,2026-01-28 20:03:41.254,11
1769621423.071609,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Reminder (Automático),bot,Bots,2026-01-28 17:30:23.071,0
1769612428.446559,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Reminder (Automático),bot,Bots,2026-01-28 15:00:28.446,2
1769604310.055389,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Reminder (Automático),bot,Bots,2026-01-28 12:45:10.055,10
1769603424.290769,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Reminder (Automático),bot,Bots,2026-01-28 12:30:24.290,0
